exper_data_id	pop_label	data_group_name	date_str	time_str	logD	data_id	exper_duration_s	trackL	n_tracks	mean_nb_tracks	temperature	rel_humidity	location_label	env_label	T12	T13	T21	T23	T31	T32	mean_still	mean_forward	mean_backward	area.F
B205-20180604_121453_proc	PB250L432	B205	20180604	121453	2.82101227271567	PB250L432_NGM_B205	1198.049	274.719612229679	2888	662.235217523919	28.5	46	Paris2	NGM	-1.16785433409504	-1.82868757532791	-1.60988974321801	-4.99490327778924	0.042766742426006	-2.58619734523437	-1.44898810571779	1.2060734440998	-3.17184242464805	0.0481993002149877
B205-20180604_123532_proc	N2250L584	B205	20180604	123532	3.37256254627835	N2250L584_NGM_B205	1234.003	161.481946279172	18020	2358.10178091194	28.6	46	Paris2	NGM	-1.22271214975391	-1.75885691232468	-2.13489274107394	-3.94865630233665	-1.15695266060986	-1.16936942837247	-1.71435176142563	1.28605283494428	-2.68404298947585	0.0565049400101977
B205-20180604_131707_proc	N2ancL0	B205	20180604	131707	3.01666918264007	N2ancL0_NGM_B205	1297.67	255.435812060673	5279	1039.12832374047	28.7	46	Paris2	NGM	-1.17479879481834	-2.02993958565171	-1.20995349682561	-4.34528122919655	-0.449757803281906	-1.79203111852883	-0.823982315415431	0.538094064103623	-2.68754879445461	0.0513917601710288
B205-20180604_143240_proc	N2250L590	B205	20180604	143240	3.02605076750199	N2250L590_NGM_B205	1295.998	241.635851183766	5695	1061.8196729405	28.9	46	Paris2	NGM	-1.2479207619633	-1.77414276760275	-0.941478305265809	-3.37128590407842	-0.500530813764832	-1.59993233781748	-0.553104676946583	0.110645003430835	-2.1194309217048	0.0485191611186594
B205-20180604_145645_proc	PB250L449	B205	20180604	145645	3.1899751959751	PB250L449_NGM_B205	1297.989	121.787963161277	16506	1548.72816328954	29	46	Paris2	NGM	-0.879571688622175	-1.502990492749	-2.59247853030542	-4.22280616126111	-0.658014942292172	-0.873503930351509	-2.62287541025576	2.25516374949483	-3.5760416629276	0.062187843022708
B205-20180604_152413_proc	N2250L597	B205	20180604	152413	3.23969019780619	N2250L597_NGM_B205	1198.554	141.733937562941	14685	1736.56161767578	29.1	45	Paris2	NGM	-0.903138353218764	-1.786270774835	-1.99800020925483	-4.59973681926918	-0.831553385579388	-1.35328089401395	-1.87129806562588	1.52744976635591	-3.0556185177902	0.0611143340170161
B205-20180604_161046_proc	N2250L547	B205	20180604	161046	3.07116902404407	N2250L547_NGM_B205	1201.325	169.998581224876	8325	1178.06437783039	29.2	44	Paris2	NGM	-0.385870001665397	-1.55171020413448	-1.90516453525884	-5.57293151443865	-0.551790466168345	-1.79745749044085	-2.12700666214138	1.81447157354622	-3.3590804290813	0.0563100378877776
B206-20180608_093137_proc	N2250L566	B206	20180608	93137	3.25318853291509	N2250L566_NGM_B206	1271.687	337.243362831858	6755	1791.38334820534	29.1	44	Paris2	NGM	-1.85763776741593	-2.30962534596743	-1.17382187245074	-3.57834192081496	-0.59625141479026	-1.77936823303103	-0.301096003828296	-0.0399971731805626	-2.38002815677193	0.0479763274051086
B206-20180608_095340_proc	N2ancL0	B206	20180608	95340	3.22791809380824	N2ancL0_NGM_B206	1297.605	255.965330788804	8568	1690.12215134688	28.8	46	Paris2	NGM	-1.6013419888225	-2.27155251346135	-1.46588894976077	-4.18628746873928	-0.695124350448751	-1.69696751559354	-0.701146900767203	0.409311310272869	-2.62543539564708	0.0503430536035226
B206-20180608_101654_proc	PB250L436	B206	20180608	101654	3.07882598480686	PB250L436_NGM_B206	1224.081	164.650673677292	8914	1199.0187782993	28.2	47	Paris2	NGM	-0.837114245512996	-1.59830445681386	-1.93042050730009	-5.13626526979701	-0.197512900607211	-1.5636632995555	-1.82904719769688	1.59364794291937	-3.45839597086785	0.0520826347957482
B206-20180608_103748_proc	N2250L548	B206	20180608	103748	2.99426688569204	N2250L548_NGM_B206	1297.108	342.822020309995	3734	986.885767289632	28.2	48	Paris2	NGM	-1.64458502070952	-2.62263489602601	-1.57352586194599	-6.15063055176564	-0.322326434640223	-3.51717371445637	-0.837154861546794	0.69098367628068	-3.41987886594232	0.0495270138888889
B206-20180608_112750_proc	N2250L505	B206	20180608	112750	3.1934891926252	N2250L505_NGM_B206	1198.916	142.749924585219	13113	1561.31018443825	28.2	48	Paris2	NGM	-1.46791363803554	-2.23881320526874	-3.08946707440575	-4.51117254023827	-1.46721586206646	-0.757915375283182	-2.72898831192956	2.396179201659	-3.78612641908215	0.0557804779774066
B206-20180608_114815_proc	N2250L558	B206	20180608	114815	3.17938816461768	N2250L558_NGM_B206	1220.628	178.250658472344	10350	1511.43044005935	28.2	48	Paris2	NGM	-1.62363038591434	-2.28174042153714	-2.07471583128537	-4.28578667931322	-0.723725684481209	-1.66062367940377	-1.3089579413099	1.04150234943971	-2.98301883619976	0.0612744583253497
B206-20180608_120901_proc	N2250L586	B206	20180608	120901	2.93189225926677	N2250L586_NGM_B206	1296.699	325.451885199775	3406	854.854612358329	28.3	48	Paris2	NGM	-1.55307012759883	-2.30015585293143	-1.22004104614491	-4.81187229126968	-0.296007218207344	-2.51038519645905	-0.524149112068829	0.288222968664343	-2.81429776832396	0.0495886256597645
B206-20180608_123446_proc	PB250L459	B206	20180608	123446	3.22216861764616	PB250L459_NGM_B206	1298.605	169.21377672209	12800	1667.89465776179	27.9	50	Paris2	NGM	-0.997739589666469	-2.05547278993596	-2.17390288828128	-4.35754660554057	-1.17167927248619	-1.94256685088871	-1.98898966064773	1.55426217562034	-2.86115148028417	0.0464655272141486
B206-20180608_125807_proc	PB250L416	B206	20180608	125807	3.63390529990535	PB250L416_NGM_B206	1298.638	127.550272798129	43824	4304.32742234959	28.2	49	Paris2	NGM	-1.47899511434844	-2.36502949769606	-2.46210420366004	-3.78229331125353	-1.1663413819045	-1.00144648836155	-1.77616649787594	1.44799649961047	-3.04271668660758	0.0427620287006094
B206-20180608_133131_proc	N2250L526	B206	20180608	133131	2.43111769578027	N2250L526_NGM_B206	1231.877	264.03367003367	1259	269.84706311782	28.1	49	Paris2	NGM	-1.48034615578408	-2.3744618947243	-0.615790248616469	-4.3058291169996	0.145265646228241	-2.42963701977864	-0.298145700771754	0.129321213090812	-3.13456379837969	0.0377602995391705
B206-20180608_135240_proc	PB250L456	B206	20180608	135240	3.17527062740474	PB250L456_NGM_B206	1198.072	128.003670686943	14013	1497.16831487267	28	50	Paris2	NGM	-0.768559426077362	-1.47215711466979	-2.28176492987686	-3.56860056197165	-0.558913927744542	-0.69357044109768	-2.24235297373414	1.83645729473423	-3.14068985592799	0.0529707039352914
B206-20180608_141314_proc	N2250L511	B206	20180608	141314	3.26368484547656	N2250L511_NGM_B206	1296.255	272.496573962112	8730	1835.20610581193	28	49	Paris2	NGM	-1.62941587917646	-1.92284622250868	-1.41201642144956	-3.86291511286608	-0.780011398700806	-2.08438574035489	-0.655087140389954	0.166806565715334	-2.02550748730011	0.0538979043964077
B206-20180608_154559_proc	PB250L445	B206	20180608	154559	2.81850245233486	PB250L445_NGM_B206	1199.814	114.291161956034	6912	658.419147834671	28.2	48	Paris2	NGM	-0.816918418875681	-1.48118496991247	-2.03815842272883	-4.98763651778081	-0.0231981732361145	-1.78834095187009	-2.06409294134375	1.82876423882571	-3.63325490148894	0.0582362396873358
B206-20180608_160643_proc	N2250L502	B206	20180608	160643	3.20976235234688	N2250L502_NGM_B206	1197.766	221.252001524971	8775	1620.92287924488	28.5	47	Paris2	NGM	-1.61192786074091	-2.2285094030034	-1.80721612894817	-3.83348565518704	-0.805167966472778	-1.60208881133131	-1.15340006199475	0.774985369955936	-2.50464681030923	0.0556506755535872
B206-20180608_164851_proc	PBancL0	B206	20180608	164851	2.76085989305842	PBancL0_NGM_B206	1297.676	291.815358067299	2564	576.580423838119	29.3	45	Paris2	NGM	-1.07674506375214	-1.82940073282388	-0.950429818777203	-4.13523406530167	0.252833116562135	-2.07574349654926	-0.938243808775286	0.71001718709686	-2.9799523440061	0.047552105734767
B207-20180611_111428_proc	PB250L455	B207	20180611	111428	3.04088049245378	PB250L455_NGM_B207	1197.574	171.997215454229	7650	1098.70346068373	27.8	52	Paris2	NGM	-0.84967102290723	-1.63699988330097	-1.71901113262071	-4.76352590058951	-0.514161320323901	-1.83269575711338	-1.60053683951833	1.26508544473313	-2.89920036497857	0.0588414552014432
